o,opendatacommunities-area,p,name,statistical-geography,opendatacommunities
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000242,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Hertfordshire,E07000242,http://opendatacommunities.org/id/district-council/east-hertfordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000097,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Hertfordshire,E07000097,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000137,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Lindsey,E07000137,http://opendatacommunities.org/id/district-council/east-lindsey
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000152,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Northamptonshire,E07000152,http://opendatacommunities.org/id/district-council/east-northamptonshire
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000011,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Riding of Yorkshire,E06000011,http://opendatacommunities.org/id/unitary-authority/east-riding
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000193,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Staffordshire,E07000193,http://opendatacommunities.org/id/district-council/east-staffordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000244,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Suffolk,E07000244,
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000011,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,East Sussex,E10000011,http://opendatacommunities.org/id/county-council/east-sussex
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Eastbourne,E07000061,http://opendatacommunities.org/id/district-council/eastbourne
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000086,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Eastleigh,E07000086,http://opendatacommunities.org/id/district-council/eastleigh
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000030,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Eden,E07000030,http://opendatacommunities.org/id/district-council/eden
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Ellesmere Port & Neston,E07000016,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000207,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Elmbridge,E07000207,http://opendatacommunities.org/id/district-council/elmbridge
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000010,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Enfield,E09000010,http://opendatacommunities.org/id/london-borough-council/enfield
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000072,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Epping Forest,E07000072,http://opendatacommunities.org/id/district-council/epping-forest
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000208,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Epsom and Ewell,E07000208,http://opendatacommunities.org/id/district-council/epsom-and-ewell
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000036,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Erewash,E07000036,http://opendatacommunities.org/id/district-council/erewash
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000012,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Essex,E10000012,http://opendatacommunities.org/id/county-council/essex
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000041,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Exeter,E07000041,http://opendatacommunities.org/id/district-council/exeter
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000002,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Exmoor National Park,E26000002,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000087,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Fareham,E07000087,http://opendatacommunities.org/id/district-council/fareham
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000010,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Fenland,E07000010,http://opendatacommunities.org/id/district-council/fenland
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000112,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Folkestone and Hythe,E07000112,http://opendatacommunities.org/id/district-council/shepway
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000201,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Forest Heath,E07000201,http://opendatacommunities.org/id/district-council/west-suffolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000080,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Forest of Dean,E07000080,http://opendatacommunities.org/id/district-council/forest-of-dean
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000119,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Fylde,E07000119,http://opendatacommunities.org/id/district-council/fylde
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000037,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gateshead,E08000037,http://opendatacommunities.org/id/metropolitan-district-council/gateshead
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000020,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gateshead,E08000020,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000173,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gedling,E07000173,http://opendatacommunities.org/id/district-council/gedling
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000081,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gloucester,E07000081,http://opendatacommunities.org/id/district-council/gloucester
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000013,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gloucestershire,E10000013,http://opendatacommunities.org/id/county-council/gloucestershire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000088,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gosport,E07000088,http://opendatacommunities.org/id/district-council/gosport
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000109,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Gravesham,E07000109,http://opendatacommunities.org/id/district-council/gravesham
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000145,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Great Yarmouth,E07000145,http://opendatacommunities.org/id/district-council/great-yarmouth
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000011,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Greenwich,E09000011,http://opendatacommunities.org/id/london-borough-council/greenwich
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000209,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Guildford,E07000209,http://opendatacommunities.org/id/district-council/guildford
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000012,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hackney,E09000012,http://opendatacommunities.org/id/london-borough-council/hackney
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000006,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Halton,E06000006,http://opendatacommunities.org/id/unitary-authority/halton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000164,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hambleton,E07000164,http://opendatacommunities.org/id/district-council/hambleton
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000013,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hammersmith and Fulham,E09000013,http://opendatacommunities.org/id/london-borough-council/hammersmith-and-fulham
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000014,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hampshire,E10000014,http://opendatacommunities.org/id/county-council/hampshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000131,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Harborough,E07000131,http://opendatacommunities.org/id/district-council/harborough
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000014,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Haringey,E09000014,http://opendatacommunities.org/id/london-borough-council/haringey
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000073,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Harlow,E07000073,http://opendatacommunities.org/id/district-council/harlow
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000165,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Harrogate,E07000165,http://opendatacommunities.org/id/district-council/harrogate
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000015,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Harrow,E09000015,http://opendatacommunities.org/id/london-borough-council/harrow
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000089,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hart,E07000089,http://opendatacommunities.org/id/district-council/hart
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000001,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hartlepool,E06000001,http://opendatacommunities.org/id/unitary-authority/hartlepool
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000062,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hastings,E07000062,http://opendatacommunities.org/id/district-council/hastings
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000090,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Havant,E07000090,http://opendatacommunities.org/id/district-council/havant
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Havering,E09000016,http://opendatacommunities.org/id/london-borough-council/havering
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000019,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Herefordshire, County of",E06000019,http://opendatacommunities.org/id/unitary-authority/herefordshire
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000015,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hertfordshire,E10000015,http://opendatacommunities.org/id/county-council/hertfordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000098,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hertsmere,E07000098,http://opendatacommunities.org/id/district-council/hertsmere
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000037,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,High Peak,E07000037,http://opendatacommunities.org/id/district-council/high-peak
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000017,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hillingdon,E09000017,http://opendatacommunities.org/id/london-borough-council/hillingdon
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000132,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hinckley and Bosworth,E07000132,http://opendatacommunities.org/id/district-council/hinckley-and-bosworth
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000227,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Horsham,E07000227,http://opendatacommunities.org/id/district-council/horsham
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000018,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hounslow,E09000018,http://opendatacommunities.org/id/london-borough-council/hounslow
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000011,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Huntingdonshire,E07000011,http://opendatacommunities.org/id/district-council/huntingdonshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000120,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hyndburn,E07000120,http://opendatacommunities.org/id/district-council/hyndburn
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000202,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Ipswich,E07000202,http://opendatacommunities.org/id/district-council/ipswich
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000046,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Isle of Wight,E06000046,http://opendatacommunities.org/id/unitary-authority/isle-of-wight
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000053,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Isles of Scilly,E06000053,http://opendatacommunities.org/id/unitary-authority/scilly
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000025,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Isles of Scilly,E07000025,
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000019,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Islington,E09000019,http://opendatacommunities.org/id/london-borough-council/islington
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000230,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kennet,E07000230,
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000020,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kensington and Chelsea,E09000020,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kent,E10000016,http://opendatacommunities.org/id/county-council/kent
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000021,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kerrier,E07000021,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000153,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kettering,E07000153,http://opendatacommunities.org/id/district-council/kettering
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000146,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,King's Lynn and West Norfolk,E07000146,http://opendatacommunities.org/id/district-council/west-norfolk
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000010,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Kingston upon Hull, City of",E06000010,http://opendatacommunities.org/id/unitary-authority/hull
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000021,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kingston upon Thames,E09000021,http://opendatacommunities.org/id/london-borough-council/kingston
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000034,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Kirklees,E08000034,http://opendatacommunities.org/id/metropolitan-district-council/kirklees
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000011,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Knowsley,E08000011,http://opendatacommunities.org/id/metropolitan-district-council/knowsley
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000003,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lake District National Park,E26000003,
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lambeth,E09000022,http://opendatacommunities.org/id/london-borough-council/lambeth
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000017,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lancashire,E10000017,http://opendatacommunities.org/id/county-council/lancashire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000121,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lancaster,E07000121,http://opendatacommunities.org/id/district-council/lancaster
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000035,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Leeds,E08000035,http://opendatacommunities.org/id/metropolitan-district-council/leeds
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Leicester,E06000016,http://opendatacommunities.org/id/unitary-authority/leicester
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000018,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Leicestershire,E10000018,http://opendatacommunities.org/id/county-council/leicestershire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000063,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lewes,E07000063,http://opendatacommunities.org/id/district-council/lewes
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000023,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lewisham,E09000023,http://opendatacommunities.org/id/london-borough-council/lewisham
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000194,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lichfield,E07000194,http://opendatacommunities.org/id/district-council/lichfield
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lincoln,E07000138,http://opendatacommunities.org/id/district-council/lincoln
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000019,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Lincolnshire,E10000019,http://opendatacommunities.org/id/county-council/lincolnshire
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000012,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Liverpool,E08000012,http://opendatacommunities.org/id/metropolitan-district-council/liverpool
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000032,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Luton,E06000032,http://opendatacommunities.org/id/unitary-authority/luton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000017,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Macclesfield,E07000017,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000110,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Maidstone,E07000110,http://opendatacommunities.org/id/district-council/maidstone
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000074,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Maldon,E07000074,http://opendatacommunities.org/id/district-council/maldon
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000235,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Malvern Hills,E07000235,http://opendatacommunities.org/id/district-council/malvern-hills
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000003,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Manchester,E08000003,http://opendatacommunities.org/id/metropolitan-district-council/manchester
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000174,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mansfield,E07000174,http://opendatacommunities.org/id/district-council/mansfield
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000035,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Medway,E06000035,http://opendatacommunities.org/id/unitary-authority/medway
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000133,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Melton,E07000133,http://opendatacommunities.org/id/district-council/melton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000187,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mendip,E07000187,http://opendatacommunities.org/id/district-council/mendip
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Merton,E09000024,http://opendatacommunities.org/id/london-borough-council/merton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000001,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mid Bedfordshire,E07000001,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000042,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mid Devon,E07000042,http://opendatacommunities.org/id/district-council/mid-devon
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000203,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mid Suffolk,E07000203,http://opendatacommunities.org/id/district-council/mid-suffolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000228,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mid Sussex,E07000228,http://opendatacommunities.org/id/district-council/mid-sussex
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000002,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Middlesbrough,E06000002,http://opendatacommunities.org/id/unitary-authority/middlesbrough
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000042,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Milton Keynes,E06000042,http://opendatacommunities.org/id/unitary-authority/milton-keynes
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000210,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Mole Valley,E07000210,http://opendatacommunities.org/id/district-council/mole-valley
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000091,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,New Forest,E07000091,http://opendatacommunities.org/id/district-council/new-forest
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000009,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,New Forest National Park,E26000009,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000175,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Newark and Sherwood,E07000175,http://opendatacommunities.org/id/district-council/newark-and-sherwood
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000021,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Newcastle upon Tyne,E08000021,http://opendatacommunities.org/id/metropolitan-district-council/newcastle
