o,opendatacommunities-area,p,name,statistical-geography,opendatacommunities
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000007,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stockport,E08000007,http://opendatacommunities.org/id/metropolitan-district-council/stockport
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000004,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stockton-on-Tees,E06000004,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000021,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stoke-on-Trent,E06000021,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000221,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stratford-on-Avon,E07000221,http://opendatacommunities.org/id/district-council/stratford
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000082,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stroud,E07000082,http://opendatacommunities.org/id/district-council/stroud
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000029,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Suffolk,E10000029,http://opendatacommunities.org/id/county-council/suffolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000205,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Suffolk Coastal,E07000205,http://opendatacommunities.org/id/district-council/east-suffolk
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sunderland,E08000024,http://opendatacommunities.org/id/metropolitan-district-council/sunderland
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000030,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Surrey,E10000030,http://opendatacommunities.org/id/county-council/surrey
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000214,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Surrey Heath,E07000214,http://opendatacommunities.org/id/district-council/surrey-heath
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000029,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sutton,E09000029,http://opendatacommunities.org/id/london-borough-council/sutton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000113,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Swale,E07000113,http://opendatacommunities.org/id/district-council/swale
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000030,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Swindon,E06000030,http://opendatacommunities.org/id/unitary-authority/swindon
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000008,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tameside,E08000008,http://opendatacommunities.org/id/metropolitan-district-council/tameside
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000199,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tamworth,E07000199,http://opendatacommunities.org/id/district-council/tamworth
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000215,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tandridge,E07000215,http://opendatacommunities.org/id/district-council/tandridge
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000190,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Taunton Deane,E07000190,http://opendatacommunities.org/id/district-council/somerset-west-and-taunton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000059,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Teesdale,E07000059,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000045,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Teignbridge,E07000045,http://opendatacommunities.org/id/district-council/teignbridge
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000020,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Telford and Wrekin,E06000020,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000076,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tendring,E07000076,http://opendatacommunities.org/id/district-council/tendring
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000093,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Test Valley,E07000093,http://opendatacommunities.org/id/district-council/test-valley
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000083,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tewkesbury,E07000083,http://opendatacommunities.org/id/district-council/tewkesbury
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000114,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Thanet,E07000114,http://opendatacommunities.org/id/district-council/thanet
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000007,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,The Broads Authority,E26000007,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000102,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Three Rivers,E07000102,http://opendatacommunities.org/id/district-council/three-rivers
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000034,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Thurrock,E06000034,http://opendatacommunities.org/id/unitary-authority/thurrock
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000115,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tonbridge and Malling,E07000115,http://opendatacommunities.org/id/district-council/tonbridge-and-malling
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000027,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Torbay,E06000027,http://opendatacommunities.org/id/unitary-authority/torbay
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000046,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Torridge,E07000046,http://opendatacommunities.org/id/district-council/torridge
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000030,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tower Hamlets,E09000030,http://opendatacommunities.org/id/london-borough-council/tower-hamlets
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000009,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Trafford,E08000009,http://opendatacommunities.org/id/metropolitan-district-council/trafford
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000116,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tunbridge Wells,E07000116,http://opendatacommunities.org/id/district-council/tunbridge-wells
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000161,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Tynedale,E07000161,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000077,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Uttlesford,E07000077,http://opendatacommunities.org/id/district-council/uttlesford
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000018,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Vale Royal,E07000018,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000180,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Vale of White Horse,E07000180,http://opendatacommunities.org/id/district-council/vale-of-white-horse
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000036,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wakefield,E08000036,http://opendatacommunities.org/id/metropolitan-district-council/wakefield
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000030,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Walsall,E08000030,http://opendatacommunities.org/id/metropolitan-district-council/walsall
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000031,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Waltham Forest,E09000031,http://opendatacommunities.org/id/london-borough-council/waltham-forest
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000032,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wandsworth,E09000032,http://opendatacommunities.org/id/london-borough-council/wandsworth
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000162,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wansbeck,E07000162,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000007,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Warrington,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000222,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Warwick,E07000222,http://opendatacommunities.org/id/district-council/warwick
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000031,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Warwickshire,E10000031,http://opendatacommunities.org/id/county-council/warwickshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000103,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Watford,E07000103,http://opendatacommunities.org/id/district-council/watford
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000206,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Waveney,E07000206,http://opendatacommunities.org/id/district-council/east-suffolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000216,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Waverley,E07000216,http://opendatacommunities.org/id/district-council/waverley
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000065,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wealden,E07000065,http://opendatacommunities.org/id/district-council/wealden
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000060,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wear Valley,E07000060,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wellingborough,E07000156,http://opendatacommunities.org/id/district-council/wellingborough
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000241,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Welwyn Hatfield,E07000241,http://opendatacommunities.org/id/district-council/welwyn-hatfield
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000104,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Welwyn Hatfield,E07000104,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000037,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Berkshire,E06000037,http://opendatacommunities.org/id/unitary-authority/west-berkshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000047,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Devon,E07000047,http://opendatacommunities.org/id/district-council/west-devon
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000052,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Dorset,E07000052,http://opendatacommunities.org/id/unitary-authority/dorset
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000127,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Lancashire,E07000127,http://opendatacommunities.org/id/district-council/west-lancashire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000142,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Lindsey,E07000142,http://opendatacommunities.org/id/district-council/west-lindsey
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000181,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Oxfordshire,E07000181,http://opendatacommunities.org/id/district-council/west-oxfordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000191,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Somerset,E07000191,http://opendatacommunities.org/id/district-council/somerset-west-and-taunton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000245,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Suffolk,E07000245,
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000032,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Sussex,E10000032,http://opendatacommunities.org/id/county-council/west-sussex
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000233,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,West Wiltshire,E07000233,
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000033,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Westminster,E09000033,http://opendatacommunities.org/id/london-borough-council/westminster
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000053,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Weymouth and Portland,E07000053,http://opendatacommunities.org/id/unitary-authority/dorset
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000010,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wigan,E08000010,http://opendatacommunities.org/id/metropolitan-district-council/wigan
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000033,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wiltshire,E10000033,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000054,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wiltshire,E06000054,http://opendatacommunities.org/id/unitary-authority/wiltshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000094,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Winchester,E07000094,http://opendatacommunities.org/id/district-council/winchester
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000040,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Windsor and Maidenhead,E06000040,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000015,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wirral,E08000015,http://opendatacommunities.org/id/metropolitan-district-council/wirral
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000217,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Woking,E07000217,http://opendatacommunities.org/id/district-council/woking
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000041,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wokingham,E06000041,http://opendatacommunities.org/id/unitary-authority/wokingham
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000031,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wolverhampton,E08000031,http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000237,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Worcester,E07000237,http://opendatacommunities.org/id/district-council/worcester
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000034,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Worcestershire,E10000034,http://opendatacommunities.org/id/county-council/worcestershire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000229,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Worthing,E07000229,http://opendatacommunities.org/id/district-council/worthing
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000238,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wychavon,E07000238,http://opendatacommunities.org/id/district-council/wychavon
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000007,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wycombe,E07000007,http://opendatacommunities.org/id/district-council/wycombe
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000128,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wyre,E07000128,http://opendatacommunities.org/id/district-council/wyre
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000239,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Wyre Forest,E07000239,http://opendatacommunities.org/id/district-council/wyre-forest
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000014,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,York,E06000014,http://opendatacommunities.org/id/unitary-authority/york
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000008,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Yorkshire Dales National Park,E26000008,
