index-entry-number,entry-number,entry-timestamp,key,government-domain,hostname,organisation,start-date,end-date
2691,2691,2017-09-19T11:56:51Z,7445,7445,vla,"government-organisation:D7",2003-04-15,
2690,2690,2017-09-19T11:56:51Z,7443,7443,visitukheritage,"government-organisation:D25",2004-08-05,
2689,2689,2017-09-19T11:56:51Z,7442,7442,visitsouthribble,local-authority-eng:SRI,2000-09-08,
2688,2688,2017-09-19T11:56:51Z,11654,11654,visitsaffronwalden,,2009-03-09,
2687,2687,2017-09-19T11:56:51Z,7430,7430,victimsni,"government-organisation:OT1179",2001-03-16,
2686,2686,2017-09-19T11:56:51Z,7427,7427,verwood,,2001-02-13,
2685,2685,2017-09-19T11:56:51Z,7422,7422,vca,"government-organisation:EA80",2001-02-02,
2684,2684,2017-09-19T11:56:51Z,11984,11984,valuationtribunal,"government-organisation:PB375",2009-07-15,
2683,2683,2017-09-19T11:56:51Z,7419,7419,valuation-tribunals,"government-organisation:D25",2000-03-13,
2682,2682,2017-09-19T11:56:51Z,7417,7417,valeofglamorgan,"principal-local-authority:VGL",2005-05-13,
2681,2681,2017-09-19T11:56:51Z,7416,7416,uttlesford,local-authority-eng:UTT,2002-01-29,
2680,2680,2017-09-19T11:56:51Z,12426,12426,uregni,,2010-03-12,
2679,2679,2017-09-19T11:56:51Z,13541,13541,urchfont-pc,,2011-11-09,
2678,2678,2017-09-19T11:56:51Z,11014,11014,uptonstleonards-pc,local-authority-eng:STO,2008-06-19,
2677,2677,2017-09-19T11:56:51Z,16514,16514,upton-pc,,2016-03-01,
2676,2676,2017-09-19T11:56:51Z,16123,16123,uppinghamtowncouncil,,2015-09-09,
2675,2675,2017-09-19T11:56:51Z,12203,12203,upperwitham-idb,"internal-drainage-board:IDB98",2009-11-11,
2674,2674,2017-09-19T11:56:51Z,13822,13822,upperrissington-pc,,2012-03-15,
2673,2673,2017-09-19T11:56:51Z,14146,14146,upperbeeding-pc,,2012-08-23,
2672,2672,2017-09-19T11:56:51Z,11578,11578,uphollandpc,,2009-02-09,
2671,2671,2017-09-19T11:56:51Z,7410,7410,unedddatacymru,,2004-02-13,
2670,2670,2017-09-19T11:56:51Z,16953,16953,uleyparishcouncil,,2016-09-23,
2669,2669,2017-09-19T11:56:51Z,7407,7407,ukweather,"government-organisation:EA46",2000-08-21,
2668,2668,2017-09-19T11:56:51Z,7406,7406,ukvisas,"government-organisation:D16",2001-02-23,
2667,2667,2017-09-19T11:56:51Z,7404,7404,uktradeinvest,"government-organisation:D1198",2003-08-13,
2666,2666,2017-09-19T11:56:51Z,7402,7402,ukti,"government-organisation:D1198",2004-02-19,
2665,2665,2017-09-19T11:56:51Z,7401,7401,uksport,"government-organisation:PB185",2001-02-22,
2664,2664,2017-09-19T11:56:51Z,7386,7386,ukmetoffice,"government-organisation:EA46",2000-08-21,
2663,2663,2017-09-19T11:56:51Z,7385,7385,ukmet-office,"government-organisation:EA46",2000-08-21,
2661,2661,2017-09-19T11:56:51Z,7381,7381,ukho,"government-organisation:EA51",1999-08-11,
2660,2660,2017-09-19T11:56:51Z,16443,16443,ukgi,"government-organisation:D15",2016-02-01,
2659,2659,2017-09-19T11:56:51Z,13602,13602,ukexportfinance,,2011-11-10,
2658,2658,2017-09-19T11:56:51Z,17126,17126,ukciu,"government-organisation:PB265",2005-11-18,
2657,2657,2017-09-19T11:56:51Z,7376,7376,uk-weather,"government-organisation:EA46",2000-08-21,
2656,2656,2017-09-19T11:56:51Z,7375,7375,ugboroughparishcouncil,,2005-07-06,
2655,2655,2017-09-19T11:56:51Z,7373,7373,uckfieldtc,,2001-04-24,
2654,2654,2017-09-19T11:56:51Z,11683,11683,"tywardreathandparparishcouncil",,2009-03-20,
2653,2653,2017-09-19T11:56:51Z,7372,7372,tyrcwmniau,"government-organisation:EA26",2004-09-03,
2651,2651,2017-09-19T11:56:51Z,12734,12734,tyneandwearltp,local-authority-eng:NET,2010-08-09,
2650,2650,2017-09-19T11:56:51Z,7369,7369,tyneandwearfire,,2004-10-07,
2649,2649,2017-09-19T11:56:51Z,15814,15814,twyfordparishcouncil,,2015-03-09,
2647,2647,2017-09-19T11:56:51Z,12265,12265,twita,,2009-12-01,
2646,2646,2017-09-19T11:56:51Z,15246,15246,twineham-pc,,2014-03-11,
2644,2644,2017-09-19T11:56:51Z,7363,7363,twfire,,2004-10-07,
2643,2643,2017-09-19T11:56:51Z,7359,7359,tuxford-pc,,2008-04-22,
2642,2642,2017-09-19T11:56:51Z,17302,17302,tupton-pc,,2017-04-12,
2641,2641,2017-09-19T11:56:51Z,7358,7358,tunbridgewells,local-authority-eng:TUN,2001-11-05,
2640,2640,2017-09-19T11:56:51Z,7355,7355,tsol,"government-organisation:D1108",2005-04-08,
2639,2639,2017-09-19T11:56:51Z,7353,7353,tsb,"government-organisation:PB136",2007-06-29,
2638,2638,2017-09-19T11:56:51Z,7351,7351,truro,,2000-11-22,
2637,2637,2017-09-19T11:56:51Z,7352,7352,truro-city,,2000-06-06,
2636,2636,2017-09-19T11:56:51Z,7350,7350,trowbridge,,2000-03-16,
2635,2635,2017-09-19T11:56:51Z,7349,7349,tring,,2000-03-22,
2634,2634,2017-09-19T11:56:51Z,14026,14026,trimdonparishcouncil,,2012-06-15,
2633,2633,2017-09-19T11:56:51Z,15581,15581,trimdonfoundry-pc,,2014-10-22,
2630,2630,2017-09-19T11:56:51Z,7346,7346,tribunals,"government-organisation:D18",2005-11-30,
2629,2629,2017-09-19T11:56:51Z,11750,11750,treetonparishcouncil,,2009-04-30,
2628,2628,2017-09-19T11:56:51Z,7345,7345,treasury-solicitor,"government-organisation:D1108",2001-03-30,
2627,2627,2017-09-19T11:56:51Z,7343,7343,transporttribunal,"government-organisation:D18",2003-02-28,
2626,2626,2017-09-19T11:56:51Z,7342,7342,transportscotland,"government-organisation:DA1020",2005-11-30,
2625,2625,2017-09-19T11:56:51Z,17100,17100,transportoffice,"government-organisation:EA570",2005-05-15,
2623,2623,2017-09-19T11:56:51Z,12410,12410,"transportforgreatermanchestercommittee",,2010-03-05,
2622,2622,2017-09-19T11:56:51Z,7337,7337,transport-for-london,,2000-07-03,
2621,2621,2017-09-19T11:56:51Z,15044,15044,traffordparishes,local-authority-eng:TRF,2013-11-27,
2620,2620,2017-09-19T11:56:51Z,7330,7330,trafford,local-authority-eng:TRF,1999-08-25,
2619,2619,2017-09-19T11:56:51Z,7329,7329,trafficpenaltytribunal,,2006-06-09,
2618,2618,2017-09-19T11:56:51Z,7328,7328,"trafficpenaltychargetribunal",,2006-06-09,
2617,2617,2017-09-19T11:56:51Z,7327,7327,"trafficpenaltyadjudicators",,2006-06-09,
2616,2616,2017-09-19T11:56:51Z,7325,7325,traffic-penalty-tribunal,,2006-06-09,
2615,2615,2017-09-19T11:56:51Z,7324,7324,"traffic-penalty-charge-tribunal",,2006-06-09,
2614,2614,2017-09-19T11:56:51Z,7323,7323,"traffic-penalty-adjudicators",,2006-06-09,
2613,2613,2017-09-19T11:56:51Z,7319,7319,tradeinvest,"government-organisation:D117",2005-07-21,
2612,2612,2017-09-19T11:56:51Z,16828,16828,trade,"government-organisation:D1196",2016-07-19,
2611,2611,2017-09-19T11:56:51Z,7316,7316,tracc,"principal-local-authority:POW",2004-07-23,
2610,2610,2017-09-19T11:56:51Z,7315,7315,tpt,,2006-06-09,
2609,2609,2017-09-19T11:56:51Z,7314,7314,tpr,"government-organisation:PB234",2003-09-03,
2608,2608,2017-09-19T11:56:51Z,7313,7313,tpct,,2006-06-09,
2607,2607,2017-09-19T11:56:51Z,7312,7312,tpa,,2006-06-09,
2606,2606,2017-09-19T11:56:51Z,17386,17386,towynkinmelbay-tc,,2017-06-02,
2605,2605,2017-09-19T11:56:51Z,7310,7310,towerhamlets,local-authority-eng:TWH,2001-12-27,
2604,2604,2017-09-19T11:56:51Z,16092,16092,towednackparishcouncil,,2015-08-14,
2603,2603,2017-09-19T11:56:51Z,7308,7308,towcester-tc,,2003-12-23,
2602,2602,2017-09-19T11:56:51Z,7307,7307,totton-and-eling-tc,,2007-09-24,
2601,2601,2017-09-19T11:56:51Z,7306,7306,totnestowncouncil,,2004-05-20,
2600,2600,2017-09-19T11:56:51Z,7305,7305,torridge,local-authority-eng:TOR,2001-03-27,
2599,2599,2017-09-19T11:56:51Z,7304,7304,torpointtowncouncil,,2006-06-06,
2598,2598,2017-09-19T11:56:51Z,16532,16532,tormarton-pc,,2016-03-08,
2597,2597,2017-09-19T11:56:51Z,7303,7303,torfaen,"principal-local-authority:TOF",2002-11-28,
2596,2596,2017-09-19T11:56:51Z,7301,7301,torbay,local-authority-eng:TOB,1999-06-11,
2595,2595,2017-09-19T11:56:51Z,17084,17084,tollertonparishcouncil,,2016-12-14,
2594,2594,2017-09-19T11:56:51Z,7298,7298,tockwith,,2001-11-01,
2593,2593,2017-09-19T11:56:51Z,17296,17296,tockenhamparishcouncil,,2017-04-11,
2592,2592,2017-09-19T11:56:51Z,15822,15822,tobaccoregisterni,,2015-03-18,
2591,2591,2017-09-19T11:56:51Z,7296,7296,tmbc,local-authority-eng:TON,2005-02-01,
2590,2590,2017-09-19T11:56:51Z,15178,15178,tivertontowncouncil,,2014-02-04,
2589,2589,2017-09-19T11:56:51Z,16714,16714,titleygroup-pc,,2016-06-06,
2588,2588,2017-09-19T11:56:51Z,12137,12137,tisbury-wiltshire-pc,,2009-10-08,
2587,2587,2017-09-19T11:56:51Z,14155,14155,tiptreeparishcouncil,,2012-08-23,
2586,2586,2017-09-19T11:56:51Z,14866,14866,tintagelparishcouncil,,2013-09-12,
2585,2585,2017-09-19T11:56:51Z,13535,13535,tidworthtowncouncil,,2011-10-06,
2584,2584,2017-09-19T11:56:51Z,7291,7291,tibshelfparishcouncil,,2003-06-30,
2583,2583,2017-09-19T11:56:51Z,7289,7289,thurstonparishcouncil,,2005-11-22,
2582,2582,2017-09-19T11:56:51Z,14329,14329,thursley-pc,,2012-11-15,
2581,2581,2017-09-19T11:56:51Z,7287,7287,thurrockfostering,local-authority-eng:THR,2004-04-06,
2580,2580,2017-09-19T11:56:51Z,7286,7286,thurrock,local-authority-eng:THR,2002-10-18,
2579,2579,2017-09-19T11:56:51Z,7285,7285,thurmastonpc,,2002-09-25,
2578,2578,2017-09-19T11:56:51Z,7283,7283,threerivers,local-authority-eng:THE,1999-05-28,
2577,2577,2017-09-19T11:56:51Z,13820,13820,thrapstontowncouncil,,2012-03-15,
2576,2576,2017-09-19T11:56:51Z,7282,7282,thorpestandrew-tc,,2007-08-22,
2575,2575,2017-09-19T11:56:51Z,16170,16170,thornley-pc,,2015-10-01,
2574,2574,2017-09-19T11:56:51Z,7280,7280,thorne-moorends,,1999-09-10,
2573,2573,2017-09-19T11:56:51Z,7279,7279,thornburytowncouncil,,2004-01-16,
2572,2572,2017-09-19T11:56:51Z,12100,12100,thornabytowncouncil,,2009-09-16,
2571,2571,2017-09-19T11:56:51Z,7275,7275,thirsk-tc,,2004-01-27,
2570,2570,2017-09-19T11:56:51Z,15788,15788,thirdpartyreview,"government-organisation:D2",2015-02-23,
2569,2569,2017-09-19T11:56:51Z,7273,7273,theukmetoffice,"government-organisation:EA46",2000-08-21,
2568,2568,2017-09-19T11:56:51Z,7271,7271,thetfordtowncouncil,,2003-08-20,
2567,2567,2017-09-19T11:56:51Z,13171,13171,thestukeleys-pc,,2011-04-18,
2566,2566,2017-09-19T11:56:51Z,7266,7266,thepensionsregulator,"government-organisation:PB234",2003-08-22,
2565,2565,2017-09-19T11:56:51Z,7265,7265,thepensionservices,"government-organisation:D10",2001-08-17,
2564,2564,2017-09-19T11:56:51Z,7264,7264,thepensionservice,"government-organisation:D10",2001-08-23,
2563,2563,2017-09-19T11:56:51Z,7263,7263,thepensionregulator,"government-organisation:PB234",2003-08-22,
2562,2562,2017-09-19T11:56:51Z,7258,7258,themetoffice,"government-organisation:EA46",2000-08-21,
2561,2561,2017-09-19T11:56:51Z,7257,7257,themet-office,"government-organisation:EA46",2000-08-21,
2560,2560,2017-09-19T11:56:51Z,12158,12158,themcmanus-dundee,local-authority-sct:DND,2009-10-13,
2559,2559,2017-09-19T11:56:51Z,7256,7256,thegorgeparishcouncil,,2008-04-21,
2558,2558,2017-09-19T11:56:51Z,7251,7251,thecity,local-authority-eng:LND,2003-11-28,
2557,2557,2017-09-19T11:56:51Z,16105,16105,thealeparishcouncil,,2015-08-25,
2556,2556,2017-09-19T11:56:51Z,7250,7250,thatchamtowncouncil,,2001-05-24,
2555,2555,2017-09-19T11:56:51Z,7249,7249,thanington-pc,,2003-06-17,
2554,2554,2017-09-19T11:56:51Z,7248,7248,thanet,local-authority-eng:THA,1999-08-02,
2553,2553,2017-09-19T11:56:51Z,7247,7247,thametowncouncil,,2002-03-11,
2552,2552,2017-09-19T11:56:51Z,14244,14244,thamesvalley-pcc,,2012-10-11,
2551,2551,2017-09-19T11:56:51Z,7241,7241,tfl,,2000-06-15,
2549,2549,2017-09-19T11:56:51Z,12131,12131,tewkesburytowncouncil,,2009-10-06,
2548,2548,2017-09-19T11:56:51Z,7240,7240,tewkesburybc,local-authority-eng:TEW,1999-12-03,
2547,2547,2017-09-19T11:56:51Z,7239,7239,tewkesbury,local-authority-eng:TEW,1999-11-19,
2546,2546,2017-09-19T11:56:51Z,7238,7238,tetbury,,2003-02-12,
2545,2545,2017-09-19T11:56:51Z,7237,7237,testvalley,local-authority-eng:TES,,
2544,2544,2017-09-19T11:56:51Z,14637,14637,tenterdentowncouncil,,2013-05-08,
2543,2543,2017-09-19T11:56:51Z,7235,7235,tendringdc,local-authority-eng:TEN,,
2542,2542,2017-09-19T11:56:51Z,7231,7231,telscombetowncouncil,,2004-01-06,
2541,2541,2017-09-19T11:56:51Z,7230,7230,tellmescotland,"government-organisation:DA1020",2008-04-22,
2540,2540,2017-09-19T11:56:51Z,7228,7228,telford,local-authority-eng:TFW,2002-11-06,
2539,2539,2017-09-19T11:56:51Z,7227,7227,teignmouth-devon,,2000-10-11,
2538,2538,2017-09-19T11:56:51Z,7226,7226,teignbridge,local-authority-eng:TEI,1999-10-13,
2536,2536,2017-09-19T11:56:51Z,16237,16237,teesvalley-ca,local-authority-eng:STT,2015-10-29,
2535,2535,2017-09-19T11:56:51Z,11494,11494,taysideprocurement,local-authority-sct:DND,2009-01-05,
2534,2534,2017-09-19T11:56:51Z,7206,7206,taysidefire,,1999-05-25,
2533,2533,2017-09-19T11:56:51Z,7205,7205,tayside-vjb,,2003-06-03,
2532,2532,2017-09-19T11:56:51Z,11566,11566,tayplan-sdpa,local-authority-sct:DND,2009-02-03,
2531,2531,2017-09-19T11:56:51Z,7203,7203,tavistock,,2000-06-20,
2530,2530,2017-09-19T11:56:51Z,7202,7202,tauntondeane,local-authority-eng:TAU,2004-06-21,
2529,2529,2017-09-19T11:56:51Z,7201,7201,tass,,2003-11-14,
2528,2528,2017-09-19T11:56:51Z,11280,11280,tartanregister,"government-organisation:OT1075",2008-10-09,
2527,2527,2017-09-19T11:56:51Z,16834,16834,tarleton-pc,,2016-07-21,
2526,2526,2017-09-19T11:56:51Z,7199,7199,targetingfraud,"government-organisation:D10",2000-04-27,
2525,2525,2017-09-19T11:56:51Z,7194,7194,tandridgedc,local-authority-eng:TAN,2002-01-02,
2524,2524,2017-09-19T11:56:51Z,7193,7193,tandridge,local-authority-eng:TAN,2000-12-14,
2523,2523,2017-09-19T11:56:51Z,12921,12921,tancgc,,2010-12-03,
2522,2522,2017-09-19T11:56:51Z,7192,7192,tan,"government-organisation:EA570",2000-04-20,
2521,2521,2017-09-19T11:56:51Z,7191,7191,tamworth,local-authority-eng:TAW,1999-10-04,
2520,2520,2017-09-19T11:56:51Z,7190,7190,tameside,local-authority-eng:TAM,2001-08-28,
2519,2519,2017-09-19T11:56:51Z,13011,13011,taluamfagiaucymru,"government-organisation:DA1019",2011-02-04,
2518,2518,2017-09-19T11:56:51Z,16700,16700,tadleytowncouncil,,2016-05-23,
2517,2517,2017-09-19T11:56:51Z,11477,11477,tactran,,2008-12-19,
2516,2516,2017-09-19T11:56:51Z,14671,14671,taaac,"government-organisation:DA1019",2013-05-23,
2515,2515,2017-09-19T11:56:51Z,7181,7181,syjs,,2004-04-06,
2514,2514,2017-09-19T11:56:51Z,7180,7180,syfire,,2003-10-14,
2513,2513,2017-09-19T11:56:51Z,7175,7175,swmcrematorium,,2007-01-18,
2512,2512,2017-09-19T11:56:51Z,16932,16932,swinfordparishcouncil,,2016-09-14,
2511,2511,2017-09-19T11:56:51Z,7172,7172,swindon,local-authority-eng:SWD,1999-10-06,
2510,2510,2017-09-19T11:56:51Z,13289,13289,swillingtonparishcouncil,,2011-06-15,
2509,2509,2017-09-19T11:56:51Z,12829,12829,swdevon,local-authority-eng:SHA,2010-10-05,
2508,2508,2017-09-19T11:56:51Z,11331,11331,swcouncils,,2008-10-23,
2507,2507,2017-09-19T11:56:51Z,7169,7169,sway-pc,local-authority-eng:NEW,2005-06-13,
2506,2506,2017-09-19T11:56:51Z,7166,7166,swansea,"principal-local-authority:SWA",2003-03-05,
2505,2505,2017-09-19T11:56:51Z,16983,16983,swansea-edunet,"principal-local-authority:SWA",2002-09-25,
2504,2504,2017-09-19T11:56:51Z,7165,7165,"swanscombeandgreenhithetowncouncil",,2005-01-31,
2503,2503,2017-09-19T11:56:51Z,7164,7164,swanleytowncouncil,,2004-04-30,
2502,2502,2017-09-19T11:56:51Z,7163,7163,swanage,,2000-02-21,
2501,2501,2017-09-19T11:56:51Z,7162,7162,swallowfieldpc,,2001-07-05,
2500,2500,2017-09-19T11:56:51Z,7161,7161,swale,local-authority-eng:SWL,,
2499,2499,2017-09-19T11:56:51Z,11726,11726,swaffhamtowncouncil,,2009-04-02,
2498,2498,2017-09-19T11:56:51Z,7160,7160,svs,"government-organisation:D7",2005-03-31,
2497,2497,2017-09-19T11:56:51Z,16152,16152,"suttonunderwhitestonecliffeparishcouncil",,2015-09-25,
2496,2496,2017-09-19T11:56:51Z,16861,16861,suttonparishcouncil,,2016-08-02,
2495,2495,2017-09-19T11:56:51Z,11679,11679,suttoncourtenay-pc,,2009-03-18,
2494,2494,2017-09-19T11:56:51Z,16802,16802,"suttoncoldfieldtowncouncil",,2016-07-11,
2493,2493,2017-09-19T11:56:51Z,13963,13963,"suttonbengerparishcouncil",,2012-05-14,
2492,2492,2017-09-19T11:56:51Z,7157,7157,sutton,local-authority-eng:STN,2007-05-22,
2491,2491,2017-09-19T11:56:51Z,7153,7153,sussexsaferroads,local-authority-eng:WSX,2007-04-02,
2490,2490,2017-09-19T11:56:51Z,14310,14310,sussex-pcc,,2012-10-30,
2489,2489,2017-09-19T11:56:51Z,13137,13137,sussex-ifca,,2011-04-11,
2488,2488,2017-09-19T11:56:51Z,7146,7146,"surveillancecommissioners","government-organisation:D16",2002-06-13,
2486,2486,2017-09-19T11:56:51Z,12896,12896,surreyi,local-authority-eng:SRY,2010-11-24,
2485,2485,2017-09-19T11:56:51Z,7139,7139,surreyheathonline,local-authority-eng:SUR,2001-06-29,
2484,2484,2017-09-19T11:56:51Z,7134,7134,surreyheath,local-authority-eng:SUR,2001-10-04,
2483,2483,2017-09-19T11:56:51Z,7136,7136,surreyheath-online,local-authority-eng:SUR,2001-06-29,
2481,2481,2017-09-19T11:56:51Z,7132,7132,surreycountycouncil,local-authority-eng:SRY,2004-08-18,
2480,2480,2017-09-19T11:56:51Z,7131,7131,surreycoroner,local-authority-eng:SRY,2005-03-10,
2479,2479,2017-09-19T11:56:51Z,7129,7129,surreycc,local-authority-eng:SRY,2001-02-28,
2478,2478,2017-09-19T11:56:51Z,7125,7125,surrey,local-authority-eng:SRY,2001-01-25,
2477,2477,2017-09-19T11:56:51Z,14215,14215,surrey-pcc,,2012-10-01,
2476,2476,2017-09-19T11:56:51Z,7127,7127,surrey-fire,local-authority-eng:SRY,2001-10-29,
2475,2475,2017-09-19T11:56:51Z,13291,13291,supportwithconfidence,local-authority-eng:SRY,2011-06-16,
2474,2474,2017-09-19T11:56:51Z,7116,7116,sunderland,local-authority-eng:SND,2004-01-06,
2473,2473,2017-09-19T11:56:51Z,13601,13601,Sullington-pc,,2011-11-22,
2472,2472,2017-09-19T11:56:51Z,7114,7114,suffolkcoastal,local-authority-eng:SFK,2006-01-27,
2471,2471,2017-09-19T11:56:51Z,7113,7113,suffolkcc,local-authority-eng:SFK,2006-01-27,
2470,2470,2017-09-19T11:56:51Z,7111,7111,suffolk,local-authority-eng:SFK,2006-01-27,
2469,2469,2017-09-19T11:56:51Z,14205,14205,suffolk-pcc,,2012-09-24,
2468,2468,2017-09-19T11:56:51Z,11963,11963,suffolk-fire,,2009-07-13,
2467,2467,2017-09-19T11:56:51Z,7110,7110,sturry-pc,,2005-07-28,
2466,2466,2017-09-19T11:56:51Z,7109,7109,sturminsternewton-tc,,2005-02-18,
2465,2465,2017-09-19T11:56:51Z,7103,7103,ststephenparishcouncil,,2006-11-27,
2464,2464,2017-09-19T11:56:51Z,7102,7102,stroudtown,,2001-02-14,
2463,2463,2017-09-19T11:56:51Z,7101,7101,stroud,local-authority-eng:STO,2002-08-08,
2462,2462,2017-09-19T11:56:51Z,14769,14769,stroud-pc,,2013-07-11,
2461,2461,2017-09-19T11:56:51Z,7100,7100,street-pc,,2007-06-08,
2460,2460,2017-09-19T11:56:51Z,7099,7099,strattonstmargaret,,2001-08-31,
2459,2459,2017-09-19T11:56:51Z,7095,7095,stratford,local-authority-eng:STR,2000-03-13,
2458,2458,2017-09-19T11:56:51Z,13181,13181,stratford-tc,,2011-04-18,
2457,2457,2017-09-19T11:56:51Z,7096,7096,stratford-dc,local-authority-eng:STR,,
2456,2456,2017-09-19T11:56:51Z,7094,7094,stratfield-mortimer,,1999-09-21,
2455,2455,2017-09-19T11:56:51Z,14169,14169,stowonthewold-tc,,2012-08-31,
2453,2453,2017-09-19T11:56:51Z,7091,7091,stowe-by-chartley-pc,,2004-05-12,
2452,2452,2017-09-19T11:56:51Z,12813,12813,stourvalleypartnership,local-authority-eng:POL,2010-09-28,
2451,2451,2017-09-19T11:56:51Z,17090,17090,stourporttowncouncil,,2016-12-20,
2450,2450,2017-09-19T11:56:51Z,7088,7088,stotfoldtowncouncil,,2005-02-11,
2449,2449,2017-09-19T11:56:51Z,7087,7087,stosyth,,2000-03-17,
2448,2448,2017-09-19T11:56:51Z,13597,13597,storrington-pc,,2011-11-07,
2447,2447,2017-09-19T11:56:51Z,11598,11598,stoploansharks,local-authority-eng:BIR,2009-02-18,
2446,2446,2017-09-19T11:56:51Z,7085,7085,stonystratford,,2002-04-22,
2445,2445,2017-09-19T11:56:51Z,16695,16695,stonetowncouncil,,2016-05-23,
2444,2444,2017-09-19T11:56:51Z,13700,13700,stondon-pc,,2012-01-13,
2443,2443,2017-09-19T11:56:51Z,7082,7082,stokepogesparishcouncil,,2007-10-01,
2442,2442,2017-09-19T11:56:51Z,7080,7080,stokenham-pc,,2000-02-22,
2441,2441,2017-09-19T11:56:51Z,16570,16570,stokeandhurleston-pc,,2016-03-21,
2440,2440,2017-09-19T11:56:51Z,7078,7078,stoke,local-authority-eng:STE,2005-12-02,
2439,2439,2017-09-19T11:56:51Z,14118,14118,stoke-pc-worcs,,2012-07-30,
2438,2438,2017-09-19T11:56:51Z,7075,7075,stockton,,1999-09-09,
2437,2437,2017-09-19T11:56:51Z,7077,7077,stockton-warks-pc,local-authority-eng:STR,2008-05-19,
2436,2436,2017-09-19T11:56:51Z,7073,7073,stockportmbc,local-authority-eng:SKP,2001-02-06,
2435,2435,2017-09-19T11:56:51Z,7072,7072,stockport,local-authority-eng:SKP,,
2434,2434,2017-09-19T11:56:51Z,17034,17034,stock-pc,,2016-11-10,
2433,2433,2017-09-19T11:56:51Z,7070,7070,stneots-tc,,2005-10-17,
2432,2432,2017-09-19T11:56:51Z,15988,15988,stmellion-pc,,2015-06-09,
2431,2431,2017-09-19T11:56:51Z,7069,7069,stmaryhoo-pc,,2005-06-16,
2430,2430,2017-09-19T11:56:51Z,7068,7068,stmarybourne-pc,local-authority-eng:BAN,2003-07-31,
2429,2429,2017-09-19T11:56:51Z,16588,16588,stmartinsparishcouncil,,2016-04-05,
2428,2428,2017-09-19T11:56:51Z,15887,15887,stjamesisleofgrain-pc,,2015-04-13,
2427,2427,2017-09-19T11:56:51Z,7066,7066,stivestowncouncil,,2004-11-22,
2426,2426,2017-09-19T11:56:51Z,16018,16018,"stivestowncouncil-cornwall",,2015-06-29,
2425,2425,2017-09-19T11:56:51Z,16862,16862,stives-tc,,2016-08-24,
2424,2424,2017-09-19T11:56:51Z,11640,11640,stirlingcastle,,2009-03-02,
2423,2423,2017-09-19T11:56:51Z,7064,7064,stirling,local-authority-sct:STG,1999-06-23,
2422,2422,2017-09-19T11:56:51Z,7063,7063,"stirchleyandbrooksideparishcouncil",,2005-01-25,
2421,2421,2017-09-19T11:56:51Z,7062,7062,sthelens,local-authority-eng:SHN,2002-05-23,
2420,2420,2017-09-19T11:56:51Z,15557,15557,stharmoncommunitycouncil,,2014-10-06,
2419,2419,2017-09-19T11:56:51Z,7061,7061,stgeorgesandpriorslee-pc,,2005-03-17,
2418,2418,2017-09-19T11:56:51Z,13325,13325,steyningpc,,2011-07-28,
2417,2417,2017-09-19T11:56:51Z,7059,7059,stevenage,local-authority-eng:STV,2000-09-20,
2416,2416,2017-09-19T11:56:51Z,14256,14256,sterth-pc,,2012-10-17,
2415,2415,2017-09-19T11:56:51Z,7058,7058,"steeton-with-eastburnparishcouncil",,2006-02-16,
2414,2414,2017-09-19T11:56:51Z,17067,17067,"steepleclaydonparishcouncil",,2016-12-05,
2413,2413,2017-09-19T11:56:51Z,13969,13969,steeplebumpstead-pc,,2012-05-15,
2412,2412,2017-09-19T11:56:51Z,12767,12767,steep-pc,,2010-08-25,
2411,2411,2017-09-19T11:56:51Z,7057,7057,stedsbc,local-authority-eng:SED,2000-05-24,
2410,2410,2017-09-19T11:56:51Z,7056,7056,stedmundsbury,local-authority-eng:SED,2005-02-08,
2409,2409,2017-09-19T11:56:51Z,16321,16321,stedhamwithiping-pc,,2015-11-30,
2408,2408,2017-09-19T11:56:51Z,16964,16964,stdonats-cc,,2016-10-06,
2407,2407,2017-09-19T11:56:51Z,7054,7054,stdavids,,2001-08-30,
2406,2406,2017-09-19T11:56:51Z,13885,13885,stcolumbmajor-tc,,2012-04-18,
2405,2405,2017-09-19T11:56:51Z,7053,7053,stcleerparishcouncil,,2008-04-01,
2404,2404,2017-09-19T11:56:51Z,13284,13284,stbriavels-pc,,2011-05-27,
2403,2403,2017-09-19T11:56:51Z,11866,11866,staveleytowncouncil,,2009-06-09,
2402,2402,2017-09-19T11:56:51Z,16870,16870,staustell-tc,,2016-08-09,
2401,2401,2017-09-19T11:56:51Z,7049,7049,statutelaw,"government-organisation:D18",2006-05-18,
2400,2400,2017-09-19T11:56:51Z,7044,7044,statisticsauthority,"government-organisation:D303",2008-03-06,
2399,2399,2017-09-19T11:56:51Z,7043,7043,statistics,"government-organisation:D303",2002-12-16,
2398,2398,2017-09-19T11:56:51Z,7041,7041,stateaidscotland,"government-organisation:DA1020",2002-09-06,
2397,2397,2017-09-19T11:56:51Z,14924,14924,stasaphcitycouncil,,2013-10-11,
2396,2396,2017-09-19T11:56:51Z,15180,15180,star-procurement,local-authority-eng:TRF,2014-02-05,
2395,2395,2017-09-19T11:56:51Z,14591,14591,stapenhillparishcouncil,,2013-04-10,
2394,2394,2017-09-19T11:56:51Z,11845,11845,stapeleyparishcouncil,,2009-06-04,
2393,2393,2017-09-19T11:56:51Z,7040,7040,"stantononthewoldsparishcouncil",,2007-04-02,
2392,2392,2017-09-19T11:56:51Z,17065,17065,stansted-pc,,2016-12-05,
