index-entry-number,entry-number,entry-timestamp,key,government-domain,hostname,organisation,start-date,end-date
633,633,2017-09-19T11:56:51Z,4531,4531,coventry,local-authority-eng:COV,1999-11-22,
632,632,2017-09-19T11:56:51Z,4530,4530,courtsni,"government-organisation:EA725",2000-03-06,
631,631,2017-09-19T11:56:51Z,4528,4528,courts,"government-organisation:D18",2005-01-25,
630,630,2017-09-19T11:56:51Z,10945,10945,courtfunds,"government-organisation:D18",2007-03-30,
629,629,2017-09-19T11:56:51Z,4524,4524,counter-eavesdropping,"government-organisation:D13",2006-10-04,
628,628,2017-09-19T11:56:51Z,4516,4516,cotswold,local-authority-eng:COT,2004-02-25,
627,627,2017-09-19T11:56:51Z,4515,4515,cotgrave-tc,,2003-08-13,
626,626,2017-09-19T11:56:51Z,16381,16381,cossingtonparishcouncil,,2016-01-08,
625,625,2017-09-19T11:56:51Z,4514,4514,cosla,,2001-03-15,
624,624,2017-09-19T11:56:51Z,4513,4513,corsham,,2003-03-28,
623,623,2017-09-19T11:56:51Z,4512,4512,corporationoflondon,local-authority-eng:LND,2000-03-13,
622,622,2017-09-19T11:56:51Z,4511,4511,corpoflondon,local-authority-eng:LND,2000-05-18,
620,620,2017-09-19T11:56:51Z,4504,4504,cornwall,local-authority-eng:CON,2007-04-24,
619,619,2017-09-19T11:56:51Z,13072,13072,cornwall-ifca,,2011-03-18,
618,618,2017-09-19T11:56:51Z,4505,4505,cornwall-aonb,local-authority-eng:CON,2003-03-12,
617,617,2017-09-19T11:56:51Z,4502,4502,corfemullen-pc,,2004-02-10,
616,616,2017-09-19T11:56:51Z,4501,4501,corby,local-authority-eng:COR,2000-03-06,
615,615,2017-09-19T11:56:51Z,4498,4498,copfs,,2000-05-30,
614,614,2017-09-19T11:56:51Z,4497,4497,copelandbc,local-authority-eng:COP,2004-11-16,
613,613,2017-09-19T11:56:51Z,4496,4496,copeland,local-authority-eng:COP,2003-10-28,
611,611,2017-09-19T11:56:51Z,11012,11012,conwytowncouncil,,2008-06-19,
610,610,2017-09-19T11:56:51Z,4494,4494,conwy,"principal-local-authority:CWY",2000-10-05,
609,609,2017-09-19T11:56:51Z,14160,14160,congresbury-pc,,2012-08-24,
608,608,2017-09-19T11:56:51Z,4467,4467,congleton-tc,,2008-03-06,
607,607,2017-09-19T11:56:51Z,16401,16401,comptonshawford-pc,,2016-01-20,
606,606,2017-09-19T11:56:51Z,12312,12312,comptondundon-pc,,2010-01-13,
605,605,2017-09-19T11:56:51Z,4461,4461,compensationni,"government-organisation:D1073",2001-06-11,
604,604,2017-09-19T11:56:51Z,4459,4459,companieshouse,"government-organisation:EA26",2004-06-14,
602,602,2017-09-19T11:56:51Z,4456,4456,communitysafetyni,,2001-05-14,
601,601,2017-09-19T11:56:51Z,4449,4449,communities,"government-organisation:D4",2002-12-19,
600,600,2017-09-19T11:56:51Z,16418,16418,communities-ni,"government-organisation:OT1179",2016-01-25,
598,598,2017-09-19T11:56:51Z,4439,4439,comisiwnelusennau,"government-organisation:D98",2001-03-22,
597,597,2017-09-19T11:56:51Z,4436,4436,comffin-cymru,"government-organisation:DA1019",2002-08-14,
596,596,2017-09-19T11:56:51Z,4435,4435,comeytrowe-pc,,2005-07-27,
595,595,2017-09-19T11:56:51Z,11255,11255,combemartin-pc,,2008-09-19,
594,594,2017-09-19T11:56:51Z,14889,14889,colwyn-tc,,2013-09-18,
593,593,2017-09-19T11:56:51Z,16935,16935,colwichparishcouncil,,2016-09-14,
592,592,2017-09-19T11:56:51Z,14075,14075,colneyheathparishcouncil,,2012-07-13,
591,591,2017-09-19T11:56:51Z,15838,15838,colnbrookwithpoyle-pc,,2015-03-23,
590,590,2017-09-19T11:56:51Z,12279,12279,college-of-arms,,2009-12-16,
589,589,2017-09-19T11:56:51Z,13733,13733,coleshilltowncouncil,,2012-02-06,
588,588,2017-09-19T11:56:51Z,11884,11884,colerne-pc,,2009-06-19,
586,586,2017-09-19T11:56:51Z,4431,4431,colehill,,2001-02-26,
585,585,2017-09-19T11:56:51Z,12419,12419,colefordtowncouncil,,2010-03-11,
584,584,2017-09-19T11:56:51Z,17204,17204,coldhigham-pc,,2017-03-01,
583,583,2017-09-19T11:56:51Z,4430,4430,coldharbour-pc,,2005-11-30,
582,582,2017-09-19T11:56:51Z,16195,16195,coldencommon-pc,,2015-10-14,
581,581,2017-09-19T11:56:51Z,4429,4429,colchester,local-authority-eng:COL,,
580,580,2017-09-19T11:56:51Z,12628,12628,colby-banningham-pc,,2010-06-09,
579,579,2017-09-19T11:56:51Z,16197,16197,coi,"government-organisation:D2",2015-10-14,
578,578,2017-09-19T11:56:51Z,4426,4426,coggeshall-pc,,2004-07-16,
577,577,2017-09-19T11:56:51Z,16538,16538,cogenhoeandwhiston-pc,,2016-03-08,
575,575,2017-09-19T11:56:51Z,4424,4424,coflein,,2004-04-19,
574,574,2017-09-19T11:56:51Z,14824,14824,coedffranc-wcc,,2013-08-14,
573,573,2017-09-19T11:56:51Z,15361,15361,cockshuttcumpetton-pc,,2014-05-13,
572,572,2017-09-19T11:56:51Z,4421,4421,cobham-kent-pc,,2000-04-19,
571,571,2017-09-19T11:56:51Z,4419,4419,coastalwight,local-authority-eng:IOW,2000-06-26,
570,570,2017-09-19T11:56:51Z,4418,4418,coal,"government-organisation:D1198",2001-10-29,
569,569,2017-09-19T11:56:51Z,4416,4416,cne-siar,local-authority-sct:ELS,2004-01-19,
568,568,2017-09-19T11:56:51Z,4414,4414,cncbuildingcontrol,local-authority-eng:SNO,2004-06-17,
567,567,2017-09-19T11:56:51Z,16146,16146,cmktowncouncil,,2015-09-17,
566,566,2017-09-19T11:56:51Z,17112,17112,cma,"government-organisation:D550",2017-01-10,
565,565,2017-09-19T11:56:51Z,15513,15513,clydeplan-sdpa,,2014-09-10,
564,564,2017-09-19T11:56:51Z,17064,17064,clophill-pc,,2016-12-01,
563,563,2017-09-19T11:56:51Z,4411,4411,clitheroetowncouncil,,2006-09-22,
562,562,2017-09-19T11:56:51Z,4408,4408,cliffeandcliffewoods-pc,,2005-03-16,
561,561,2017-09-19T11:56:51Z,4404,4404,clevelandfire,,2000-10-12,
560,560,2017-09-19T11:56:51Z,4403,4403,clevedon,,2002-06-25,
559,559,2017-09-19T11:56:51Z,4402,4402,clentparishcouncil,,2004-08-23,
558,558,2017-09-19T11:56:51Z,4401,4401,clenchwarton-pc,,2003-06-17,
557,557,2017-09-19T11:56:51Z,15649,15649,clayton-pc,,2014-11-27,
556,556,2017-09-19T11:56:51Z,16379,16379,claygateparishcouncil,,2016-01-08,
555,555,2017-09-19T11:56:51Z,4398,4398,claycross,,2001-07-16,
554,554,2017-09-19T11:56:51Z,17125,17125,"claybrookemagnaparishcouncil",,2017-01-13,
553,553,2017-09-19T11:56:51Z,4397,4397,claw,,2000-09-20,
552,552,2017-09-19T11:56:51Z,4395,4395,claimsregulation,"government-organisation:D18",2006-10-04,
551,551,2017-09-19T11:56:51Z,4394,4394,clacks,local-authority-sct:CLK,2003-06-02,
550,550,2017-09-19T11:56:51Z,4392,4392,cjsrascotland,,2005-03-30,
549,549,2017-09-19T11:56:51Z,4391,4391,cjsonline,"government-organisation:D18",2001-04-10,
548,548,2017-09-19T11:56:51Z,4389,4389,cjs,"government-organisation:D18",2001-07-11,
547,547,2017-09-19T11:56:51Z,4386,4386,cjit,"government-organisation:D18",2002-04-04,
546,546,2017-09-19T11:56:51Z,4380,4380,civilservice,"government-organisation:D2",2000-03-13,
545,545,2017-09-19T11:56:51Z,4377,4377,civilappeals,"government-organisation:D18",2003-05-02,
544,544,2017-09-19T11:56:51Z,4374,4374,cityofworcester,local-authority-eng:WOC,2000-05-26,
543,543,2017-09-19T11:56:51Z,4372,4372,cityoflondon,local-authority-eng:LND,2000-05-18,
542,542,2017-09-19T11:56:51Z,4367,4367,cirencester,,1999-09-20,
541,541,2017-09-19T11:56:51Z,16001,16001,cinderfordtowncouncil,,2015-06-18,
539,539,2017-09-19T11:56:51Z,4364,4364,cicregulator,"government-organisation:D1198",2005-01-11,
538,538,2017-09-19T11:56:51Z,4363,4363,cicreg,"government-organisation:D1198",2005-01-11,
537,537,2017-09-19T11:56:51Z,4362,4362,cicap,"government-organisation:PB297",2006-02-14,
536,536,2017-09-19T11:56:51Z,13054,13054,cica,"government-organisation:PB297",2011-02-16,
535,535,2017-09-19T11:56:51Z,4360,4360,chwaraedysgutyfucymru,"government-organisation:DA1019",2007-07-13,
534,534,2017-09-19T11:56:51Z,13839,13839,"churchwithchapelbrampton-pc",,2012-04-03,
533,533,2017-09-19T11:56:51Z,4358,4358,churchstretton-tc,,2008-01-28,
532,532,2017-09-19T11:56:51Z,16951,16951,"churchpreen-hughley-kenley-pc",,2016-09-23,
531,531,2017-09-19T11:56:51Z,16463,16463,churchknowle-pc,,2016-02-12,
530,530,2017-09-19T11:56:51Z,15501,15501,churchillandblakedown-pc,,2014-09-03,
529,529,2017-09-19T11:56:51Z,4357,4357,churchdown-pc,,2007-05-15,
528,528,2017-09-19T11:56:51Z,16777,16777,churchaston-pc,local-authority-eng:TFW,2016-06-30,
527,527,2017-09-19T11:56:51Z,4356,4356,chudleigh-tc,,2005-02-17,
526,526,2017-09-19T11:56:51Z,4355,4355,chscotland,"government-organisation:DA1020",2006-11-07,
525,525,2017-09-19T11:56:51Z,13909,13909,christowparishcouncil,,2012-04-27,
524,524,2017-09-19T11:56:51Z,14097,14097,christleton-pc,,2012-07-20,
523,523,2017-09-19T11:56:51Z,12852,12852,"christchurchandeastdorset",local-authority-eng:CHC,2010-10-29,
522,522,2017-09-19T11:56:51Z,4354,4354,christchurch,local-authority-eng:CHC,,
521,521,2017-09-19T11:56:51Z,4353,4353,chorleywood-pc,,2003-11-21,
520,520,2017-09-19T11:56:51Z,4351,4351,chorley,local-authority-eng:CHO,2000-04-27,
519,519,2017-09-19T11:56:51Z,16568,16568,"cholmondestonandwettenhall-pc",,2016-03-21,
518,518,2017-09-19T11:56:51Z,17014,17014,chiseldon-pc,,2016-10-31,
517,517,2017-09-19T11:56:51Z,14772,14772,"chipperfieldparishcouncil",,2013-07-16,
516,516,2017-09-19T11:56:51Z,16378,16378,"chippenhamwithoutparishcouncil",,2016-01-08,
515,515,2017-09-19T11:56:51Z,4348,4348,chippenham,,2002-11-25,
514,514,2017-09-19T11:56:51Z,15472,15472,"chinleybuxworthbrownside-pc",,2014-08-05,
513,513,2017-09-19T11:56:51Z,4346,4346,chineham,,2001-11-13,
512,512,2017-09-19T11:56:51Z,12983,12983,chiltonpolden-pc,,2011-01-14,
511,511,2017-09-19T11:56:51Z,4344,4344,chiltondurham-tc,,2003-12-05,
510,510,2017-09-19T11:56:51Z,4343,4343,chiltern,local-authority-eng:CHN,2002-12-04,
509,509,2017-09-19T11:56:51Z,4342,4342,chilhamparishcouncil,,2006-01-12,
508,508,2017-09-19T11:56:51Z,4341,4341,childtrustfund,"government-organisation:D25",2003-11-28,
507,507,2017-09-19T11:56:51Z,12515,12515,childrenscommissioner,"government-organisation:PB413",2010-04-26,
506,506,2017-09-19T11:56:51Z,16898,16898,childcarechoices,"government-organisation:D25",2016-08-23,
505,505,2017-09-19T11:56:51Z,4333,4333,chigwellparishcouncil,,2003-11-28,
504,504,2017-09-19T11:56:51Z,4332,4332,chiddingly,,2002-01-11,
503,503,2017-09-19T11:56:51Z,4331,4331,chiddingfold-pc,,2008-05-09,
502,502,2017-09-19T11:56:51Z,4330,4330,chickerell-tc,,2001-06-07,
500,500,2017-09-19T11:56:51Z,4328,4328,chichester,local-authority-eng:CHI,2000-09-22,
499,499,2017-09-19T11:56:51Z,11256,11256,cheveningparishcouncil,,2008-09-23,
498,498,2017-09-19T11:56:51Z,16558,16558,chetnoleandstockwood-pc,,2016-03-17,
497,497,2017-09-19T11:56:51Z,15975,15975,cheswickgreen-pc,,2015-05-28,
496,496,2017-09-19T11:56:51Z,11091,11091,chestfieldparishcouncil,,2008-07-21,
495,495,2017-09-19T11:56:51Z,4325,4325,chesterfield,local-authority-eng:CHS,2003-12-17,
494,494,2017-09-19T11:56:51Z,4322,4322,chester,local-authority-eng:CHW,2001-11-30,
493,493,2017-09-19T11:56:51Z,4321,4321,cheshirewestandchester,local-authority-eng:CHW,2008-01-29,
489,489,2017-09-19T11:56:51Z,4318,4318,cheshirefire,,2001-07-16,
488,488,2017-09-19T11:56:51Z,4317,4317,cheshireeast,local-authority-eng:CHE,2008-02-01,
487,487,2017-09-19T11:56:51Z,4316,4316,cheshire,local-authority-eng:CHW,2005-09-13,
486,486,2017-09-19T11:56:51Z,16975,16975,cheshire-pcc,,2016-10-05,
485,485,2017-09-19T11:56:51Z,4314,4314,chesham,,2000-11-22,
484,484,2017-09-19T11:56:51Z,13146,13146,"cherwellandsouthnorthants",local-authority-eng:SNR,2011-04-04,
483,483,2017-09-19T11:56:51Z,4312,4312,cherwell,local-authority-eng:CHR,2006-12-14,
482,482,2017-09-19T11:56:51Z,4313,4313,cherwell-dc,local-authority-eng:CHR,1999-07-15,
481,481,2017-09-19T11:56:51Z,16446,16446,chelveston-pc,,2016-02-03,
480,480,2017-09-19T11:56:51Z,4311,4311,cheltenham,local-authority-eng:CHT,1999-08-18,
479,479,2017-09-19T11:56:51Z,17203,17203,chelshamandfarleigh-pc,,2017-03-01,
478,478,2017-09-19T11:56:51Z,4309,4309,chelmsleywood-tc,,2007-09-10,
477,477,2017-09-19T11:56:51Z,4307,4307,chelmsford,local-authority-eng:CHL,2003-12-09,
476,476,2017-09-19T11:56:51Z,12492,12492,chedzoyparishcouncil,,2010-04-19,
475,475,2017-09-19T11:56:51Z,4302,4302,charnwood,local-authority-eng:CHA,2002-09-17,
474,474,2017-09-19T11:56:51Z,17171,17171,charmouthparishcouncil,,2017-02-10,
473,473,2017-09-19T11:56:51Z,13033,13033,charlwoodparishcouncil,,2011-02-25,
472,472,2017-09-19T11:56:51Z,13442,13442,"CharltonKingsParishCouncil",,2011-08-12,
471,471,2017-09-19T11:56:51Z,4299,4299,charitycommission,"government-organisation:D98",2000-10-09,
470,470,2017-09-19T11:56:51Z,4298,4298,charity-commission,"government-organisation:D98",1999-10-14,
469,469,2017-09-19T11:56:51Z,4297,4297,chard,,2006-07-03,
468,468,2017-09-19T11:56:51Z,4296,4296,"chapel-en-le-frithparishcouncil",,2003-08-25,
467,467,2017-09-19T11:56:51Z,13878,13878,chandlersford-pc,,2012-04-18,
465,465,2017-09-19T11:56:51Z,4292,4292,chalford-glos,,2002-10-28,
464,464,2017-09-19T11:56:51Z,4291,4291,chalfontstpeter-pc,,2003-05-22,
463,463,2017-09-19T11:56:51Z,4290,4290,chalfontstgiles-pc,,2008-04-01,
462,462,2017-09-19T11:56:51Z,15062,15062,chacombeparishcouncil,,2013-12-03,
461,461,2017-09-19T11:56:51Z,14884,14884,cffdl-cymru,"government-organisation:DA1019",2013-09-12,
460,460,2017-09-19T11:56:51Z,4283,4283,cesg,"government-organisation:OT306",2001-10-24,
459,459,2017-09-19T11:56:51Z,15074,15074,cert,"government-organisation:D2",2013-12-16,
458,458,2017-09-19T11:56:51Z,4282,4282,ceredigion,"principal-local-authority:CGN",2000-02-02,
457,457,2017-09-19T11:56:51Z,4281,4281,ceop,,2005-11-22,
456,456,2017-09-19T11:56:51Z,4277,4277,centralscotlandfire,,2003-12-12,
455,455,2017-09-19T11:56:51Z,4276,4276,centralscotland-vjb,local-authority-sct:CLK,2003-07-11,
454,454,2017-09-19T11:56:51Z,4275,4275,centrallondonforward,local-authority-eng:LND,2008-04-28,
453,453,2017-09-19T11:56:51Z,4273,4273,centralbedfordshire,local-authority-eng:CBF,2008-04-01,
452,452,2017-09-19T11:56:51Z,4266,4266,census,"government-organisation:D303",2002-11-15,
451,451,2017-09-19T11:56:51Z,13281,13281,cctmark,"government-organisation:OT306",2011-06-09,
450,450,2017-09-19T11:56:51Z,4259,4259,ccrc,"government-organisation:IM320",2001-10-15,
449,449,2017-09-19T11:56:51Z,4257,4257,cbhc,,2004-04-22,
447,447,2017-09-19T11:56:51Z,4255,4255,causeway,"government-organisation:D1073",2002-04-12,
446,446,2017-09-19T11:56:51Z,4254,4254,"catshillandnorthmarlbrook-pc",,2006-08-21,
445,445,2017-09-19T11:56:51Z,4253,4253,catcottparishcouncil,,2008-04-18,
444,444,2017-09-19T11:56:51Z,16429,16429,castonparishcouncil,,2016-01-26,
443,443,2017-09-19T11:56:51Z,4250,4250,castlepoint,local-authority-eng:CAS,2000-04-17,
442,442,2017-09-19T11:56:51Z,13710,13710,castleedenparishcouncil,,2012-01-16,
441,441,2017-09-19T11:56:51Z,4248,4248,castlebromwichpc,,2003-02-06,
440,440,2017-09-19T11:56:51Z,4245,4245,carterton-tc,,2004-04-26,
439,439,2017-09-19T11:56:51Z,13012,13012,carrierbagchargewales,"government-organisation:DA1019",2011-02-04,
438,438,2017-09-19T11:56:51Z,4240,4240,carnbreaparishcouncil,,2007-02-08,
437,437,2017-09-19T11:56:51Z,4239,4239,carmarthentowncouncil,"principal-local-authority:CMN",2005-02-18,
436,436,2017-09-19T11:56:51Z,4238,4238,carmarthenshire,"principal-local-authority:CMN",2001-03-05,
435,435,2017-09-19T11:56:51Z,13141,13141,carlyon-pc,,2011-03-29,
434,434,2017-09-19T11:56:51Z,14033,14033,"carltoncolvilletowncouncil",,2012-06-26,
433,433,2017-09-19T11:56:51Z,4236,4236,carlisle,local-authority-eng:CAR,2000-07-31,
431,431,2017-09-19T11:56:51Z,4234,4234,carestandardstribunal,"government-organisation:D12",2002-03-05,
430,430,2017-09-19T11:56:51Z,4230,4230,cardiff,"principal-local-authority:CRF",2006-03-15,
428,428,2017-09-19T11:56:51Z,4224,4224,capel-pc,local-authority-eng:MOL,2004-11-01,
427,427,2017-09-19T11:56:51Z,4223,4223,canveyisland-tc,,2008-05-28,
426,426,2017-09-19T11:56:51Z,4222,4222,canterbury,local-authority-eng:CAT,2001-10-05,
425,425,2017-09-19T11:56:51Z,4220,4220,canolfanbydgwaith,,2001-04-03,
424,424,2017-09-19T11:56:51Z,4219,4219,cannockchasedc,local-authority-eng:CAN,2002-05-07,
423,423,2017-09-19T11:56:51Z,13107,13107,candm-pc,,2011-03-23,
422,422,2017-09-19T11:56:51Z,4217,4217,campbell-park,,2002-09-17,
421,421,2017-09-19T11:56:51Z,10980,10980,CamParishCouncil,,2008-06-09,
420,420,2017-09-19T11:56:51Z,16878,16878,campaign,"government-organisation:OT1056",2016-08-11,
419,419,2017-09-19T11:56:51Z,4216,4216,camelford-tc,,2007-01-29,
418,418,2017-09-19T11:56:51Z,4214,4214,camden,local-authority-eng:CMD,,
417,417,2017-09-19T11:56:51Z,4212,4212,cambsfire,,2001-06-28,
416,416,2017-09-19T11:56:51Z,17338,17338,"cambridgeshirepeterborough-ca",,2017-05-08,
415,415,2017-09-19T11:56:51Z,4209,4209,cambridgeshire,local-authority-eng:CAM,2004-03-29,
414,414,2017-09-19T11:56:51Z,14277,14277,cambridgeshire-pcc,,2012-10-23,
413,413,2017-09-19T11:56:51Z,4208,4208,cambridge,local-authority-eng:CAB,2001-09-12,
412,412,2017-09-19T11:56:51Z,4207,4207,cambourneparishcouncil,,2004-12-13,
411,411,2017-09-19T11:56:51Z,4206,4206,camborne-tc,,2003-08-12,
410,410,2017-09-19T11:56:51Z,4204,4204,calne,,2002-08-22,
409,409,2017-09-19T11:56:51Z,11971,11971,callington-tc,,2009-07-15,
408,408,2017-09-19T11:56:51Z,4203,4203,calderdale,local-authority-eng:CLD,2000-05-18,
407,407,2017-09-19T11:56:51Z,16850,16850,caldecott-pc,,2016-08-01,
406,406,2017-09-19T11:56:51Z,4202,4202,caldecote,,2000-07-14,
405,405,2017-09-19T11:56:51Z,4200,4200,cainscross-pc,local-authority-eng:STO,2005-05-05,
404,404,2017-09-19T11:56:51Z,4199,4199,caiapark,,2003-04-15,
403,403,2017-09-19T11:56:51Z,4198,4198,cafcass,"government-organisation:D6",2000-08-15,
402,402,2017-09-19T11:56:51Z,4197,4197,caerphilly,"principal-local-authority:CAY",2000-07-04,
401,401,2017-09-19T11:56:51Z,4196,4196,caernarfontowncouncil,,2007-05-17,
400,400,2017-09-19T11:56:51Z,4195,4195,caerffili,"principal-local-authority:CAY",2008-03-17,
399,399,2017-09-19T11:56:51Z,4194,4194,caerdydd,"principal-local-authority:CRF",2000-05-02,
398,398,2017-09-19T11:56:51Z,4192,4192,cac,"government-organisation:D1198",2000-03-30,
397,397,2017-09-19T11:56:51Z,4191,4191,cabinetoffice,"government-organisation:D2",2003-04-04,
396,396,2017-09-19T11:56:51Z,4190,4190,cabinet-office,"government-organisation:D2",2001-03-30,
395,395,2017-09-19T11:56:51Z,4186,4186,buywithconfidence,,2005-12-15,
394,394,2017-09-19T11:56:51Z,4185,4185,buyni,"government-organisation:OT1177",2000-06-07,
393,393,2017-09-19T11:56:51Z,4178,4178,businesslink,"government-organisation:D2",2003-06-20,
392,392,2017-09-19T11:56:51Z,4174,4174,businessadviceday,"government-organisation:D25",2006-12-04,
391,391,2017-09-19T11:56:51Z,4172,4172,business,"government-organisation:D2",2003-10-30,
390,390,2017-09-19T11:56:51Z,4170,4170,burystedmunds-tc,local-authority-eng:SED,2005-02-10,
389,389,2017-09-19T11:56:51Z,4169,4169,bury,local-authority-eng:BUR,2003-05-14,
388,388,2017-09-19T11:56:51Z,4168,4168,burwellparishcouncil,,2005-03-22,
387,387,2017-09-19T11:56:51Z,16325,16325,burwarton-pc,,2015-12-07,
386,386,2017-09-19T11:56:51Z,15273,15273,burtonparishcouncil,,2014-03-18,
385,385,2017-09-19T11:56:51Z,13444,13444,burtondassett-pc,,2011-08-12,
384,384,2017-09-19T11:56:51Z,4167,4167,burton-in-kendal-pc,,2005-02-10,
383,383,2017-09-19T11:56:51Z,14266,14266,bursledon-pc,,2012-10-18,
382,382,2017-09-19T11:56:51Z,17270,17270,burringhamparishcouncil,,2017-03-24,
381,381,2017-09-19T11:56:51Z,4166,4166,burrator,,1999-12-24,
380,380,2017-09-19T11:56:51Z,11150,11150,burntwood-tc,,2008-08-18,
379,379,2017-09-19T11:56:51Z,4165,4165,burnley,local-authority-eng:BUN,2001-06-05,
378,378,2017-09-19T11:56:51Z,4164,4164,burnhamparish,,2001-02-28,
377,377,2017-09-19T11:56:51Z,16191,16191,"burnhamoncrouchtowncouncil",,2015-10-12,
376,376,2017-09-19T11:56:51Z,4163,4163,burleyparishcouncil,local-authority-eng:NEW,2003-08-19,
375,375,2017-09-19T11:56:51Z,16416,16416,burlescombe-pc,,2016-01-21,
374,374,2017-09-19T11:56:51Z,4162,4162,burghfieldparishcouncil,,2004-04-23,
373,373,2017-09-19T11:56:51Z,4161,4161,burgesshill,,1999-08-10,
372,372,2017-09-19T11:56:51Z,15087,15087,buntingford-tc,,2013-12-19,
371,371,2017-09-19T11:56:51Z,12472,12472,bungaytowncouncil,,2010-03-29,
370,370,2017-09-19T11:56:51Z,4159,4159,buildingregulationsni,"government-organisation:OT1177",2005-05-24,
369,369,2017-09-19T11:56:51Z,11340,11340,"buildingcontrolpartnershiphants",local-authority-eng:FAR,2008-10-23,
368,368,2017-09-19T11:56:51Z,11272,11272,"budleighsaltertontowncouncil",,2008-10-06,
367,367,2017-09-19T11:56:51Z,4157,4157,bude-stratton,,2001-08-16,
366,366,2017-09-19T11:56:51Z,4153,4153,buckshomechoice,local-authority-eng:AYL,2008-01-09,
365,365,2017-09-19T11:56:51Z,4152,4152,bucksfire,,2000-03-15,
364,364,2017-09-19T11:56:51Z,4150,4150,buckscc,local-authority-eng:BKM,2002-11-22,
363,363,2017-09-19T11:56:51Z,15781,15781,"bucksandsurreytradingstandards",local-authority-eng:SRY,2015-02-16,
362,362,2017-09-19T11:56:51Z,4149,4149,bucksalc,local-authority-eng:BKM,2001-03-21,
361,361,2017-09-19T11:56:51Z,11541,11541,"buckinghamshirepartnership",local-authority-eng:BKM,2009-01-28,
360,360,2017-09-19T11:56:51Z,13997,13997,buckinghampark-pc,,2012-06-01,
359,359,2017-09-19T11:56:51Z,11271,11271,buckingham-tc,,2008-10-02,
358,358,2017-09-19T11:56:51Z,4146,4146,buckhursthillpc,,2001-07-18,
357,357,2017-09-19T11:56:51Z,4145,4145,buckfastleigh,,2000-01-24,
356,356,2017-09-19T11:56:51Z,15663,15663,brynfordcommunitycouncil,,2014-12-03,
355,355,2017-09-19T11:56:51Z,4139,4139,brymptonparishcouncil,,2004-11-30,
354,354,2017-09-19T11:56:51Z,16414,16414,brutontowncouncil,,2016-01-21,
353,353,2017-09-19T11:56:51Z,4138,4138,broxtowe,local-authority-eng:BRT,1999-09-01,
352,352,2017-09-19T11:56:51Z,4137,4137,broxbourne,local-authority-eng:BRX,2000-03-24,
351,351,2017-09-19T11:56:51Z,15312,15312,"broughtonwrexhamcommunitycouncil",,2014-04-09,
350,350,2017-09-19T11:56:51Z,4136,4136,broughtonandmkv-pc,,2005-09-09,
349,349,2017-09-19T11:56:51Z,4135,4135,"broughtonandbrettoncommunitycouncil",,2007-04-02,
348,348,2017-09-19T11:56:51Z,4134,4134,broughton-astley,,2001-12-24,
347,347,2017-09-19T11:56:51Z,12267,12267,bromyardandwinslow-tc,,2009-12-03,
346,346,2017-09-19T11:56:51Z,11975,11975,bromsgroveandredditch,local-authority-eng:BRM,2009-07-16,
345,345,2017-09-19T11:56:51Z,4133,4133,bromsgrove,local-authority-eng:BRM,2002-11-21,
344,344,2017-09-19T11:56:51Z,4132,4132,bromorgannwg,"principal-local-authority:VGL",2004-04-23,
343,343,2017-09-19T11:56:51Z,4130,4130,bromley,local-authority-eng:BRY,2000-04-03,
342,342,2017-09-19T11:56:51Z,4129,4129,brockworth-pc,,2006-05-11,
341,341,2017-09-19T11:56:51Z,4127,4127,brockenhurst,local-authority-eng:NEW,2003-05-15,
340,340,2017-09-19T11:56:51Z,16571,16571,broadwindsorgroup,,2016-03-21,
339,339,2017-09-19T11:56:51Z,4126,4126,broadstairs,,2005-05-06,
338,338,2017-09-19T11:56:51Z,4125,4125,broads-authority,,2000-07-03,
337,337,2017-09-19T11:56:51Z,4124,4124,broadland,local-authority-eng:BRO,2001-08-10,
336,336,2017-09-19T11:56:51Z,4123,4123,broadbridgeheath-pc,,2008-02-06,
335,335,2017-09-19T11:56:51Z,4121,4121,brixhamtowncouncil,,2007-03-07,
334,334,2017-09-19T11:56:51Z,4112,4112,bristol,local-authority-eng:BST,2008-03-04,
333,333,2017-09-19T11:56:51Z,4113,4113,bristol-city,local-authority-eng:BST,,
332,332,2017-09-19T11:56:51Z,4111,4111,brinsworthparishcouncil,,2006-05-18,
331,331,2017-09-19T11:56:51Z,17042,17042,brinkworthparishcouncil,,2016-11-15,
330,330,2017-09-19T11:56:51Z,14418,14418,bringtons-pc,,2013-01-14,
329,329,2017-09-19T11:56:51Z,13439,13439,brimscombeandthrupp-pc,,2011-08-12,
328,328,2017-09-19T11:56:51Z,4110,4110,brighton-hove,local-authority-eng:BNH,2000-08-14,
327,327,2017-09-19T11:56:51Z,16205,16205,Brierfield,,2015-10-19,
326,326,2017-09-19T11:56:51Z,4108,4108,bridport-tc,,2000-09-05,
325,325,2017-09-19T11:56:51Z,4107,4107,bridlington,,2001-03-20,
324,324,2017-09-19T11:56:51Z,4106,4106,bridgwatertowncouncil,,2007-10-25,
323,323,2017-09-19T11:56:51Z,15743,15743,bridgnorthtowncouncil,,2015-01-28,
322,322,2017-09-19T11:56:51Z,14573,14573,bridgendtowncouncil,,2013-04-09,
321,321,2017-09-19T11:56:51Z,4099,4099,bridgend,"principal-local-authority:BGE",2003-09-12,
320,320,2017-09-19T11:56:51Z,4098,4098,brickhillparishcouncil,,2004-11-03,
